gender	age	country	friend_count	lifetime	city_played	pictionary_played	scramble_played	sniper_played	paid
female	22	GERMANY	0	30	13	9	7	1	non_payer
male	19	USA	5	9	0	1	1	7	non_payer
female	20	USA	3	3	1	1	1	0	non_payer
male	22	UK	0	4	0	0	3	1	non_payer
female	25	USA	0	35	17	12	4	2	non_payer
female	18	USA	0	52	25	15	7	5	non_payer
female	19	FRANCE	83	7	4	1	1	1	non_payer
female	22	USA	5	4	1	2	0	1	non_payer
female	20	USA	62	6	4	1	1	0	non_payer
female	18	UK	93	4	2	1	1	0	non_payer
female	21	GERMANY	0	80	42	23	12	3	non_payer
female	25	CANADA	0	2	0	1	1	0	non_payer
male	20	UK	5	28	3	1	6	18	non_payer
female	27	USA	0	4	2	1	1	0	non_payer
female	22	UK	2	10	6	1	2	1	non_payer
female	18	UK	92	98	52	21	16	9	payer
female	22	USA	3	32	15	9	8	0	non_payer
female	23	USA	0	1	1	0	0	0	non_payer
female	25	USA	0	9	3	3	2	1	non_payer
male	18	MEXICO	22	82	4	12	9	57	payer
female	23	FRANCE	5	10	5	2	3	0	non_payer
male	25	UK	0	0	0	0	0	0	non_payer
female	23	USA	1	1	1	0	0	0	non_payer
female	19	FRANCE	0	71	40	20	9	2	non_payer
male	21	USA	0	9	2	1	4	2	non_payer
female	23	UK	83	57	24	26	6	1	non_payer
female	20	USA	0	10	5	3	2	0	non_payer
female	19	USA	4	35	16	11	8	0	non_payer
male	20	CANADA	1	11	1	0	2	8	non_payer
male	19	USA	0	75	7	6	11	51	non_payer
female	19	USA	4	17	10	4	3	0	non_payer
male	18	USA	0	67	2	8	10	47	non_payer
female	23	USA	0	9	5	2	1	1	non_payer
female	22	USA	3	0	0	0	0	0	non_payer
female	26	USA	39	6	5	1	0	0	non_payer
male	18	UK	1	69	6	3	14	46	non_payer
female	24	UK	0	86	45	31	8	2	non_payer
female	26	USA	4	10	4	2	3	1	non_payer
female	26	CANADA	3	84	35	25	19	5	non_payer
female	23	USA	1	9	5	3	1	0	non_payer
female	19	USA	41	4	3	1	0	0	non_payer
female	22	USA	0	55	26	16	12	1	non_payer
male	18	FRANCE	0	0	0	0	0	0	non_payer
male	18	FRANCE	2	6	1	1	1	3	non_payer
male	21	USA	4	87	3	11	14	59	non_payer
female	18	USA	0	2	1	0	1	0	non_payer
female	20	FRANCE	0	22	9	9	4	0	non_payer
female	23	MEXICO	0	66	34	18	13	1	non_payer
female	21	USA	4	10	8	2	0	0	non_payer
female	22	USA	3	0	0	0	0	0	non_payer
female	25	GERMANY	5	1	1	0	0	0	non_payer
female	21	USA	71	19	6	9	3	1	non_payer
male	24	MEXICO	47	82	1	7	13	61	payer
male	19	USA	4	21	0	4	4	13	non_payer
female	18	USA	4	43	24	7	9	3	non_payer
female	20	EGYPT	27	9	6	2	1	0	non_payer
female	21	USA	0	2	1	1	0	0	non_payer
female	20	USA	78	87	46	28	10	3	non_payer
male	19	GERMANY	2	34	2	4	6	22	non_payer
female	19	USA	0	75	37	25	10	3	non_payer
female	24	UK	77	3	1	2	0	0	non_payer
female	24	MEXICO	4	10	7	1	2	0	non_payer
female	21	USA	1	7	2	2	2	1	non_payer
male	29	UK	73	9	0	3	3	3	non_payer
female	21	USA	39	2	1	0	1	0	non_payer
female	24	UK	3	94	49	26	14	5	non_payer
female	23	USA	0	22	13	5	4	0	non_payer
female	24	USA	0	5	1	3	1	0	non_payer
female	23	USA	2	3	1	1	1	0	non_payer
male	18	MEXICO	4	1	0	0	1	0	non_payer
female	25	USA	1	6	2	3	1	0	non_payer
female	19	USA	0	5	3	1	0	1	non_payer
female	21	USA	4	7	2	2	1	2	non_payer
female	28	USA	0	2	2	0	0	0	non_payer
male	21	USA	2	54	8	2	8	36	non_payer
female	21	UK	39	2	2	0	0	0	non_payer
male	18	USA	0	4	0	1	1	2	non_payer
female	22	USA	0	40	18	15	6	1	non_payer
male	23	UK	72	74	4	8	12	50	non_payer
female	23	GERMANY	3	20	15	2	2	1	non_payer
male	25	CANADA	4	7	1	0	1	5	non_payer
male	22	USA	0	7	0	1	0	6	non_payer
female	24	UK	24	0	0	0	0	0	non_payer
female	18	UK	0	6	4	1	1	0	non_payer
female	19	USA	0	90	42	30	16	2	non_payer
male	19	CANADA	13	6	0	1	1	4	non_payer
male	18	USA	0	5	0	0	1	4	non_payer
male	26	USA	0	19	1	2	3	13	non_payer
female	18	USA	0	91	44	24	18	5	non_payer
male	19	MEXICO	29	2	0	0	0	2	non_payer
male	20	USA	3	4	0	0	0	4	non_payer
female	21	USA	5	3	2	0	0	1	non_payer
female	28	USA	0	2	2	0	0	0	non_payer
female	18	USA	3	9	5	3	0	1	non_payer
female	20	CANADA	45	29	13	9	7	0	payer
female	20	FRANCE	23	1	1	0	0	0	non_payer
female	26	UK	87	5	3	0	1	1	non_payer
female	23	UK	29	90	53	22	9	6	payer
female	21	USA	2	33	12	13	7	1	non_payer
male	26	CANADA	93	28	4	2	8	14	payer
male	23	USA	3	1	0	0	0	1	non_payer
male	24	USA	0	84	3	11	10	60	non_payer
female	19	FRANCE	80	83	41	26	13	3	payer
female	22	CANADA	0	95	50	33	7	5	non_payer
female	25	USA	76	82	39	31	9	3	non_payer
female	27	UK	0	5	2	2	1	0	non_payer
female	25	EGYPT	2	9	8	0	1	0	non_payer
female	24	USA	56	54	28	15	8	3	payer
male	18	UK	4	7	0	0	1	6	non_payer
female	20	USA	2	57	28	21	5	3	non_payer
female	23	USA	84	7	2	1	4	0	non_payer
female	28	USA	0	4	2	1	1	0	non_payer
male	22	GERMANY	1	0	0	0	0	0	non_payer
male	22	USA	69	0	0	0	0	0	non_payer
male	21	UK	69	10	3	1	1	5	non_payer
female	18	USA	0	8	6	1	0	1	non_payer
female	27	UK	2	8	5	2	0	1	non_payer
female	26	USA	77	62	32	18	9	3	payer
male	25	UK	75	9	0	0	1	8	non_payer
female	26	USA	18	86	36	30	18	2	non_payer
female	18	GERMANY	0	76	37	18	19	2	non_payer
male	21	USA	5	47	1	4	10	32	non_payer
female	18	UK	48	7	4	1	1	1	non_payer
male	27	USA	20	4	0	1	0	3	non_payer
male	21	UK	34	18	1	1	3	13	non_payer
female	26	FRANCE	1	9	4	3	2	0	non_payer
male	20	UK	2	1	0	0	0	1	non_payer
female	19	USA	3	38	23	8	7	0	non_payer
female	18	FRANCE	0	3	1	1	0	1	non_payer
female	19	GERMANY	0	3	0	3	0	0	non_payer
female	23	USA	0	72	41	18	10	3	non_payer
male	29	USA	3	7	1	0	1	5	non_payer
female	27	CANADA	70	10	6	3	1	0	non_payer
male	21	USA	0	6	0	0	2	4	non_payer
female	20	USA	0	1	0	1	0	0	non_payer
female	21	USA	2	42	25	10	5	2	non_payer
female	20	USA	0	4	3	1	0	0	non_payer
male	18	USA	5	15	2	2	3	8	non_payer
male	19	MEXICO	1	25	2	0	4	19	non_payer
female	25	USA	0	77	39	24	11	3	non_payer
female	28	USA	17	76	39	23	11	3	payer
female	23	USA	60	63	37	16	9	1	payer
female	22	USA	0	9	4	3	1	1	non_payer
female	20	USA	57	9	4	2	3	0	non_payer
male	22	MEXICO	73	50	3	6	11	30	payer
female	19	MEXICO	70	14	8	2	3	1	non_payer
female	24	GERMANY	1	7	4	2	1	0	non_payer
female	22	USA	73	2	0	1	1	0	non_payer
male	21	USA	4	4	0	1	0	3	non_payer
male	19	USA	4	15	1	1	3	10	non_payer
male	25	USA	4	1	0	0	0	1	non_payer
female	27	USA	1	6	3	3	0	0	non_payer
female	21	UK	0	1	0	0	1	0	non_payer
female	20	USA	80	59	27	18	11	3	payer
female	27	USA	18	3	3	0	0	0	non_payer
male	22	UK	4	9	3	2	2	2	non_payer
female	21	UK	56	7	3	4	0	0	non_payer
male	28	USA	73	9	0	1	2	6	non_payer
male	29	FRANCE	0	10	1	1	0	8	non_payer
female	24	FRANCE	2	5	4	1	0	0	non_payer
male	28	UK	1	10	0	2	2	6	non_payer
female	18	USA	75	0	0	0	0	0	non_payer
female	18	USA	72	8	4	2	0	2	non_payer
male	23	USA	0	1	0	0	0	1	non_payer
female	27	FRANCE	3	9	4	3	1	1	non_payer
female	19	USA	46	3	1	2	0	0	non_payer
male	18	EGYPT	0	6	0	1	1	4	non_payer
female	27	USA	53	4	1	1	2	0	non_payer
female	18	EGYPT	0	22	13	7	1	1	non_payer
male	29	EGYPT	0	52	5	3	10	34	non_payer
female	21	USA	14	7	3	2	2	0	non_payer
male	26	UK	47	5	0	0	0	5	non_payer
female	30	UK	0	27	15	5	4	3	non_payer
female	23	USA	1	7	2	3	1	1	non_payer
male	19	USA	0	2	0	0	0	2	non_payer
female	20	USA	0	0	0	0	0	0	non_payer
female	18	UK	12	8	6	0	0	2	non_payer
female	24	USA	28	64	33	20	7	4	non_payer
female	19	USA	3	15	5	6	4	0	non_payer
female	21	USA	5	8	1	4	3	0	non_payer
male	21	UK	0	22	2	1	4	15	non_payer
female	21	CANADA	4	0	0	0	0	0	non_payer
male	24	USA	2	4	0	1	0	3	non_payer
female	18	UK	0	28	14	7	6	1	non_payer
male	22	GERMANY	1	3	0	1	0	2	non_payer
female	19	USA	0	28	15	10	3	0	non_payer
male	24	UK	93	8	3	2	0	3	non_payer
female	20	USA	75	51	25	19	6	1	payer
female	19	GERMANY	0	31	15	8	6	2	non_payer
female	23	GERMANY	3	7	5	1	1	0	non_payer
female	20	UK	89	1	0	0	1	0	non_payer
female	20	UK	0	62	39	12	11	0	non_payer
female	25	USA	0	67	36	20	10	1	non_payer
male	21	USA	0	9	0	0	3	6	non_payer
female	21	UK	27	8	4	2	1	1	non_payer
female	30	USA	11	7	2	1	4	0	non_payer
female	19	USA	2	1	1	0	0	0	non_payer
female	19	GERMANY	2	92	37	29	19	7	non_payer
male	26	FRANCE	2	4	1	1	0	2	non_payer
female	22	FRANCE	1	14	4	7	3	0	non_payer
female	21	USA	0	8	4	2	2	0	non_payer
female	26	UK	2	72	35	24	10	3	non_payer
male	18	USA	0	100	4	13	24	59	non_payer
male	18	USA	3	7	1	0	0	6	non_payer
female	21	UK	10	10	3	4	3	0	non_payer
female	18	UK	0	3	1	0	2	0	non_payer
female	23	USA	0	69	38	18	12	1	non_payer
male	26	FRANCE	65	6	0	0	0	6	non_payer
female	25	MEXICO	0	10	8	2	0	0	non_payer
male	20	USA	14	7	0	1	2	4	non_payer
male	19	UK	9	8	0	0	2	6	non_payer
male	21	GERMANY	0	8	0	1	1	6	non_payer
male	18	UK	2	1	0	0	0	1	non_payer
female	20	UK	5	5	2	1	2	0	non_payer
female	21	GERMANY	0	5	3	0	2	0	non_payer
female	23	USA	0	10	6	3	1	0	non_payer
male	18	USA	0	18	3	2	2	11	non_payer
female	26	GERMANY	0	10	5	3	2	0	non_payer
male	18	FRANCE	0	69	9	6	9	45	non_payer
female	24	USA	2	72	40	15	13	4	non_payer
female	25	USA	0	0	0	0	0	0	non_payer
female	22	USA	0	28	9	12	4	3	non_payer
female	23	EGYPT	4	1	1	0	0	0	non_payer
male	20	USA	67	38	3	5	6	24	payer
female	29	USA	3	3	2	0	0	1	non_payer
female	24	FRANCE	85	10	5	3	2	0	non_payer
male	23	CANADA	3	4	0	1	0	3	non_payer
female	25	UK	2	5	2	1	2	0	non_payer
male	20	USA	5	43	4	2	7	30	non_payer
female	18	USA	0	20	10	8	1	1	non_payer
female	24	MEXICO	0	38	17	16	3	2	non_payer
female	21	USA	6	94	42	36	14	2	non_payer
male	23	USA	43	9	1	0	2	6	non_payer
female	25	USA	9	10	4	5	1	0	non_payer
female	26	UK	13	70	40	18	10	2	payer
female	29	GERMANY	2	69	38	18	12	1	non_payer
female	21	USA	2	2	2	0	0	0	non_payer
female	18	USA	2	3	1	1	1	0	non_payer
female	19	GERMANY	4	9	4	4	0	1	non_payer
female	19	MEXICO	0	10	7	2	1	0	non_payer
male	28	USA	26	8	0	1	3	4	non_payer
female	19	CANADA	0	71	36	19	13	3	non_payer
male	27	GERMANY	1	2	0	0	0	2	non_payer
male	19	GERMANY	0	8	0	1	1	6	non_payer
female	26	USA	79	9	3	4	2	0	non_payer
female	18	UK	0	0	0	0	0	0	non_payer
female	23	UK	74	35	19	9	5	2	payer
female	21	EGYPT	4	5	1	2	2	0	non_payer
male	21	UK	5	1	0	0	1	0	non_payer
female	20	USA	42	9	4	4	1	0	non_payer
female	21	UK	18	65	32	24	6	3	non_payer
female	20	USA	0	6	3	3	0	0	non_payer
female	18	USA	100	0	0	0	0	0	non_payer
male	27	GERMANY	84	4	0	0	2	2	non_payer
female	21	USA	0	5	2	1	2	0	non_payer
female	19	GERMANY	0	39	15	16	7	1	non_payer
female	23	USA	2	10	6	3	0	1	non_payer
female	18	USA	0	1	0	0	1	0	non_payer
male	29	MEXICO	0	55	7	9	8	31	non_payer
male	20	EGYPT	0	13	2	0	2	9	non_payer
female	21	UK	0	10	7	3	0	0	non_payer
male	21	USA	4	26	4	1	5	16	non_payer
male	27	USA	80	99	8	10	18	63	non_payer
female	23	USA	3	95	47	33	10	5	non_payer
male	22	MEXICO	29	6	0	0	2	4	non_payer
female	19	USA	1	64	37	18	7	2	non_payer
female	25	USA	0	55	26	22	7	0	non_payer
female	21	USA	0	10	2	2	4	2	non_payer
female	28	USA	4	8	5	3	0	0	non_payer
female	29	USA	0	8	4	2	1	1	non_payer
female	21	EGYPT	4	8	6	1	0	1	non_payer
female	19	USA	0	3	2	0	0	1	non_payer
female	20	USA	87	69	39	18	10	2	non_payer
female	24	USA	95	9	4	3	2	0	non_payer
female	20	USA	1	10	8	2	0	0	non_payer
female	28	USA	1	59	30	16	10	3	non_payer
female	29	USA	95	62	32	15	13	2	payer
female	21	UK	0	6	0	4	2	0	non_payer
male	22	USA	0	0	0	0	0	0	non_payer
male	26	UK	1	84	7	5	13	59	non_payer
female	19	USA	2	50	22	13	14	1	non_payer
female	19	USA	0	3	1	0	2	0	non_payer
male	22	USA	74	7	0	0	3	4	non_payer
male	18	USA	4	1	0	0	0	1	non_payer
male	22	USA	0	2	0	0	1	1	non_payer
female	18	GERMANY	13	9	5	2	2	0	non_payer
male	24	UK	49	39	6	6	3	24	non_payer
female	19	USA	0	53	21	18	13	1	non_payer
female	25	USA	2	0	0	0	0	0	non_payer
female	20	UK	0	26	14	8	4	0	non_payer
female	26	USA	4	4	3	1	0	0	non_payer
female	20	GERMANY	0	47	27	12	5	3	non_payer
female	22	USA	0	54	32	15	5	2	non_payer
female	19	USA	45	66	39	17	7	3	non_payer
female	21	USA	14	48	31	12	4	1	payer
female	18	USA	83	8	4	4	0	0	non_payer
female	18	USA	0	4	1	3	0	0	non_payer
female	21	USA	0	7	3	3	1	0	non_payer
female	24	MEXICO	0	6	5	0	1	0	non_payer
male	22	USA	5	9	0	2	2	5	non_payer
female	23	USA	0	4	1	2	0	1	non_payer
female	19	USA	2	8	3	2	2	1	non_payer
female	22	USA	0	100	51	30	16	3	non_payer
female	21	UK	0	0	0	0	0	0	non_payer
male	18	USA	0	80	6	7	16	51	non_payer
male	22	UK	60	85	4	8	10	63	payer
female	20	USA	0	0	0	0	0	0	non_payer
female	20	USA	4	4	2	2	0	0	non_payer
female	20	CANADA	0	2	1	1	0	0	non_payer
female	25	USA	3	7	3	3	1	0	non_payer
female	18	UK	40	74	36	22	14	2	non_payer
male	20	FRANCE	70	75	4	10	20	41	non_payer
male	19	FRANCE	2	3	0	0	0	3	non_payer
female	22	FRANCE	4	1	1	0	0	0	non_payer
female	21	USA	2	4	3	1	0	0	non_payer
female	19	GERMANY	52	100	53	28	15	4	non_payer
female	22	CANADA	0	78	33	28	12	5	non_payer
female	30	CANADA	1	12	8	3	1	0	non_payer
female	26	FRANCE	28	88	44	30	12	2	non_payer
male	22	USA	90	2	0	0	0	2	non_payer
female	26	GERMANY	0	9	5	1	3	0	non_payer
female	22	FRANCE	0	90	50	25	10	5	non_payer
female	27	USA	0	36	21	7	6	2	non_payer
male	18	USA	3	0	0	0	0	0	non_payer
female	21	UK	94	8	4	4	0	0	non_payer
male	23	FRANCE	0	43	5	6	4	28	non_payer
male	18	USA	0	86	6	8	17	55	non_payer
female	20	USA	0	15	9	3	2	1	non_payer
male	18	USA	15	6	1	2	1	2	non_payer
female	21	MEXICO	0	10	5	4	1	0	non_payer
male	30	UK	1	9	1	1	2	5	non_payer
female	21	USA	0	3	2	1	0	0	non_payer
female	26	UK	94	56	31	21	3	1	payer
female	27	CANADA	25	70	37	14	15	4	payer
male	28	USA	0	10	0	1	0	9	non_payer
female	21	USA	2	3	2	1	0	0	non_payer
male	20	USA	1	4	0	0	0	4	non_payer
female	18	USA	5	23	9	9	5	0	non_payer
female	22	UK	1	3	2	1	0	0	non_payer
female	27	USA	44	55	28	14	10	3	payer
female	26	FRANCE	0	10	7	2	0	1	non_payer
male	21	USA	2	8	1	0	1	6	non_payer
female	24	USA	1	1	0	1	0	0	non_payer
female	24	UK	0	1	1	0	0	0	non_payer
female	23	USA	0	6	3	3	0	0	non_payer
female	19	USA	64	75	36	28	10	1	non_payer
male	24	EGYPT	62	58	5	4	10	39	payer
female	22	UK	5	2	2	0	0	0	non_payer
male	23	USA	1	69	8	5	15	41	non_payer
female	18	USA	0	19	8	7	4	0	non_payer
female	26	USA	14	84	39	29	13	3	payer
male	23	GERMANY	0	37	3	4	6	24	non_payer
female	24	UK	0	31	15	11	5	0	non_payer
female	25	USA	0	4	3	0	1	0	non_payer
female	18	CANADA	49	10	3	3	4	0	non_payer
male	20	USA	0	99	9	9	16	65	non_payer
female	27	UK	0	3	2	1	0	0	non_payer
male	20	UK	67	44	3	6	6	29	payer
female	18	FRANCE	0	63	35	16	11	1	non_payer
male	26	MEXICO	0	3	0	1	0	2	non_payer
female	19	USA	1	9	5	1	2	1	non_payer
male	19	UK	87	63	8	5	9	41	non_payer
female	20	USA	2	9	4	4	0	1	non_payer
female	22	GERMANY	3	47	23	14	8	2	non_payer
female	25	USA	0	89	37	30	19	3	non_payer
male	18	EGYPT	1	0	0	0	0	0	non_payer
female	22	USA	0	67	38	15	11	3	non_payer
female	29	USA	52	1	0	1	0	0	non_payer
female	26	CANADA	20	56	26	19	10	1	non_payer
female	18	FRANCE	1	3	0	1	2	0	non_payer
male	19	USA	0	9	2	1	0	6	non_payer
male	21	UK	1	7	0	2	0	5	non_payer
male	24	USA	0	7	3	1	0	3	non_payer
female	26	USA	3	80	45	16	15	4	non_payer
male	30	USA	0	8	1	0	2	5	non_payer
female	20	USA	36	73	34	24	13	2	payer
female	22	USA	1	0	0	0	0	0	non_payer
male	21	UK	5	4	1	0	0	3	non_payer
male	20	UK	0	10	1	0	3	6	non_payer
female	22	MEXICO	5	1	0	0	0	1	non_payer
male	18	USA	1	60	4	4	4	48	non_payer
female	22	USA	0	1	0	1	0	0	non_payer
male	24	EGYPT	4	67	6	10	9	42	non_payer
male	25	UK	76	6	1	1	1	3	non_payer
male	22	USA	85	15	1	0	3	11	non_payer
female	24	FRANCE	0	3	2	0	1	0	non_payer
male	20	USA	36	2	1	0	1	0	non_payer
male	19	USA	5	46	5	3	6	32	non_payer
female	18	CANADA	2	5	2	2	0	1	non_payer
female	23	USA	50	0	0	0	0	0	non_payer
female	19	GERMANY	24	4	3	1	0	0	non_payer
female	20	USA	0	6	4	1	1	0	non_payer
female	19	USA	4	10	5	3	1	1	non_payer
female	21	GERMANY	68	80	42	18	16	4	payer
female	19	CANADA	2	4	3	0	0	1	non_payer
male	23	UK	0	10	1	1	4	4	non_payer
female	21	USA	4	83	41	24	14	4	non_payer
female	18	USA	2	8	6	1	1	0	non_payer
female	27	USA	5	10	7	3	0	0	non_payer
female	28	FRANCE	22	4	0	3	1	0	non_payer
female	19	FRANCE	51	1	1	0	0	0	non_payer
female	24	UK	4	40	21	9	9	1	non_payer
male	24	UK	5	9	0	0	2	7	non_payer
female	19	USA	3	89	48	26	12	3	non_payer
female	20	USA	1	10	6	1	3	0	non_payer
female	25	USA	66	5	2	2	1	0	non_payer
female	23	USA	0	8	2	1	4	1	non_payer
female	19	USA	3	3	2	1	0	0	non_payer
female	23	USA	71	31	19	10	2	0	payer
female	25	USA	7	9	4	3	2	0	non_payer
female	23	UK	6	55	28	16	10	1	non_payer
female	19	UK	0	85	47	28	8	2	non_payer
female	23	USA	4	8	3	2	2	1	non_payer
female	24	GERMANY	2	4	0	2	2	0	non_payer
female	19	GERMANY	0	0	0	0	0	0	non_payer
female	23	USA	0	1	0	1	0	0	non_payer
female	20	USA	0	4	2	1	1	0	non_payer
female	22	USA	5	11	6	3	1	1	non_payer
female	25	CANADA	74	24	15	3	5	1	payer
female	20	USA	78	0	0	0	0	0	non_payer
male	25	USA	2	10	2	2	2	4	non_payer
male	23	USA	0	8	2	1	2	3	non_payer
female	20	USA	0	5	3	2	0	0	non_payer
male	18	UK	3	71	5	6	12	48	non_payer
male	18	USA	3	1	0	0	0	1	non_payer
male	22	USA	3	2	0	0	1	1	non_payer
male	23	FRANCE	0	3	0	1	1	1	non_payer
female	21	USA	5	7	2	3	2	0	non_payer
female	22	USA	91	8	3	3	2	0	non_payer
female	20	USA	0	4	2	1	1	0	non_payer
female	21	USA	0	5	1	2	2	0	non_payer
female	18	UK	0	4	3	1	0	0	non_payer
male	20	USA	47	8	1	1	1	5	non_payer
male	19	UK	3	5	0	2	1	2	non_payer
female	23	GERMANY	0	89	44	25	14	6	non_payer
female	20	FRANCE	0	59	29	17	10	3	non_payer
female	22	GERMANY	20	10	5	4	0	1	non_payer
female	21	USA	0	30	13	8	7	2	non_payer
female	26	MEXICO	36	69	39	17	9	4	non_payer
female	19	USA	1	4	1	1	2	0	non_payer
male	18	USA	5	54	2	5	12	35	non_payer
female	27	FRANCE	5	80	48	22	7	3	non_payer
female	25	USA	0	4	3	1	0	0	non_payer
female	20	USA	72	83	47	26	9	1	payer
female	28	USA	1	2	2	0	0	0	non_payer
female	19	EGYPT	79	7	2	1	3	1	non_payer
female	20	USA	0	78	40	20	15	3	non_payer
female	19	EGYPT	56	84	50	22	9	3	payer
male	21	USA	4	7	1	0	1	5	non_payer
male	26	GERMANY	0	100	5	4	25	66	non_payer
female	19	USA	0	10	7	2	0	1	non_payer
male	20	USA	45	10	1	1	1	7	non_payer
female	21	UK	1	41	29	9	2	1	non_payer
male	26	USA	1	1	0	0	0	1	non_payer
female	18	USA	90	7	4	3	0	0	non_payer
male	25	UK	97	8	2	0	1	5	non_payer
male	27	UK	25	5	0	0	0	5	non_payer
female	21	USA	5	10	7	2	0	1	non_payer
female	18	EGYPT	3	7	2	2	3	0	non_payer
male	21	GERMANY	78	72	2	8	20	42	payer
male	19	USA	13	1	0	0	0	1	non_payer
female	21	FRANCE	3	10	6	2	2	0	non_payer
female	20	UK	4	24	12	7	4	1	non_payer
female	20	MEXICO	0	27	13	7	6	1	non_payer
male	20	USA	0	10	1	2	2	5	non_payer
female	29	UK	3	61	34	20	4	3	non_payer
male	21	UK	84	0	0	0	0	0	non_payer
female	18	GERMANY	20	1	0	0	1	0	non_payer
female	20	USA	1	8	4	3	1	0	non_payer
male	19	USA	2	1	0	0	0	1	non_payer
female	25	EGYPT	5	37	17	13	4	3	non_payer
female	22	USA	56	14	9	4	1	0	non_payer
female	27	USA	2	67	32	20	13	2	non_payer
male	18	USA	1	7	1	2	1	3	non_payer
male	23	USA	3	5	1	2	1	1	non_payer
female	26	USA	0	9	5	3	1	0	non_payer
male	20	USA	0	0	0	0	0	0	non_payer
male	21	USA	74	7	0	3	2	2	non_payer
female	26	EGYPT	2	27	12	7	8	0	non_payer
female	21	UK	0	90	49	28	11	2	non_payer
female	20	CANADA	49	20	12	4	4	0	non_payer
male	19	GERMANY	0	3	0	0	0	3	non_payer
female	20	GERMANY	46	58	32	15	11	0	payer
female	25	USA	0	89	53	18	14	4	non_payer
female	19	USA	0	9	4	2	1	2	non_payer
male	19	USA	1	87	7	4	13	63	non_payer
female	23	UK	0	4	2	1	1	0	non_payer
female	21	CANADA	0	7	3	4	0	0	non_payer
male	24	USA	60	6	0	0	1	5	non_payer
female	28	USA	3	8	5	0	1	2	non_payer
female	18	USA	38	73	29	25	15	4	payer
female	18	USA	5	95	47	31	13	4	non_payer
male	21	USA	5	18	1	3	2	12	non_payer
female	19	UK	0	9	2	3	3	1	non_payer
female	28	USA	63	95	50	34	8	3	non_payer
female	22	USA	5	10	6	3	1	0	non_payer
male	18	USA	2	45	4	5	10	26	non_payer
male	19	USA	2	1	0	1	0	0	non_payer
female	20	USA	76	8	3	3	1	1	non_payer
female	19	USA	5	87	44	23	16	4	non_payer
female	19	USA	0	0	0	0	0	0	non_payer
female	23	USA	5	32	14	14	2	2	non_payer
male	18	MEXICO	0	45	5	1	9	30	non_payer
female	19	USA	63	29	16	6	7	0	payer
male	27	USA	0	95	12	10	21	52	non_payer
female	28	UK	0	4	3	0	1	0	non_payer
female	23	GERMANY	0	85	50	23	10	2	non_payer
female	22	USA	3	6	4	1	1	0	non_payer
male	23	FRANCE	0	3	0	0	1	2	non_payer
female	23	USA	0	78	36	25	11	6	non_payer
female	20	FRANCE	2	52	27	15	8	2	non_payer
female	22	USA	38	34	14	16	4	0	payer
female	23	USA	10	43	21	12	9	1	non_payer
male	19	USA	2	0	0	0	0	0	non_payer
female	18	FRANCE	5	9	3	5	0	1	non_payer
female	29	UK	1	88	57	17	11	3	non_payer
female	23	UK	1	70	35	23	9	3	non_payer
male	20	USA	4	30	4	2	3	21	non_payer
female	22	CANADA	1	2	1	1	0	0	non_payer
male	18	USA	97	65	5	4	11	45	non_payer
female	23	USA	3	9	6	2	0	1	non_payer
female	27	CANADA	80	0	0	0	0	0	non_payer
female	22	EGYPT	17	5	2	2	0	1	non_payer
female	20	UK	3	9	5	3	1	0	non_payer
female	18	UK	66	86	49	18	11	8	payer
male	19	USA	0	56	4	4	11	37	non_payer
female	24	USA	72	2	2	0	0	0	non_payer
female	20	UK	6	5	3	0	2	0	non_payer
male	19	UK	4	10	1	0	4	5	non_payer
female	20	USA	54	10	6	1	3	0	non_payer
male	19	USA	62	18	3	1	2	12	non_payer
female	23	UK	0	19	13	5	1	0	non_payer
female	21	USA	81	6	1	3	2	0	non_payer
female	19	FRANCE	1	0	0	0	0	0	non_payer
female	22	EGYPT	0	0	0	0	0	0	non_payer
male	28	USA	70	4	0	1	0	3	non_payer
female	21	GERMANY	49	39	20	11	6	2	non_payer
female	18	USA	4	27	12	10	5	0	non_payer
male	22	USA	19	8	0	2	1	5	non_payer
female	23	UK	2	46	22	13	5	6	non_payer
female	20	FRANCE	56	5	3	0	2	0	non_payer
female	26	GERMANY	0	5	3	1	0	1	non_payer
female	25	UK	0	13	8	2	3	0	non_payer
female	20	CANADA	5	1	1	0	0	0	non_payer
male	20	USA	5	8	0	1	0	7	non_payer
female	20	UK	0	1	0	1	0	0	non_payer
female	23	FRANCE	1	2	1	1	0	0	non_payer
female	21	FRANCE	37	9	7	0	1	1	non_payer
female	22	USA	0	80	33	27	17	3	non_payer
female	18	USA	0	5	2	1	1	1	non_payer
female	21	UK	0	6	3	1	2	0	non_payer
male	22	USA	5	2	0	0	1	1	non_payer
female	24	USA	0	19	10	6	2	1	non_payer
female	20	USA	0	87	49	22	14	2	non_payer
female	18	USA	2	0	0	0	0	0	non_payer
male	23	UK	1	1	0	0	0	1	non_payer
female	24	USA	3	2	2	0	0	0	non_payer
female	19	FRANCE	65	60	31	16	10	3	non_payer
male	23	MEXICO	3	7	0	1	3	3	non_payer
male	19	USA	0	10	2	1	0	7	non_payer
female	21	USA	1	93	50	24	15	4	non_payer
female	25	USA	38	3	2	0	0	1	non_payer
female	28	USA	49	83	36	27	15	5	payer
female	19	USA	0	38	16	14	8	0	non_payer
female	28	GERMANY	3	56	32	14	6	4	non_payer
female	23	USA	98	1	0	0	0	1	non_payer
